Link_Metrics

Link ID,Link Throughput Plot,Packets Transmitted,Packets Transmitted,Packets Errored,Packets Errored,Packets Collided,Packets Collided,Bytes Transmitted(bytes),Payload Transmitted(bytes),Overhead Transmitted(bytes)
 , ,Data,Control,Data,Control,Data,Control, , , 
All,NA,13339770,852,0,0,0,0,20116424676,19476064200,640360476
1,NA,0,156,0,0,0,0,26736,0,26736
2,NA,0,120,0,0,0,0,19680,0,19680
3,NA,0,216,0,0,0,0,42192,0,42192
4,NA,3082200,0,0,0,0,0,4666450800,4500012000,166438800
5,NA,3082200,0,0,0,0,0,4586313600,4500012000,86301600
6,NA,3082200,0,0,0,0,0,4666450800,4500012000,166438800
7,NA,0,17,0,0,0,0,3294,0,3294
8,NA,247857,0,0,0,0,0,375255498,361871220,13384278
9,NA,0,12,0,0,0,0,1608,0,1608
10,NA,0,6,0,0,0,0,1140,0,1140
11,NA,123664,0,0,0,0,0,187227296,180549440,6677856
12,NA,0,0,0,0,0,0,0,0,0
13,NA,0,0,0,0,0,0,0,0,0
14,NA,21510,0,0,0,0,0,32566140,31404600,1161540
15,NA,0,0,0,0,0,0,0,0,0
16,NA,0,11,0,0,0,0,2154,0,2154
17,NA,189330,0,0,0,0,0,286645620,276421800,10223820
18,NA,0,8,0,0,0,0,1072,0,1072
19,NA,0,5,0,0,0,0,1014,0,1014
20,NA,112247,0,0,0,0,0,169941958,163880620,6061338
21,NA,0,8,0,0,0,0,1072,0,1072
22,NA,0,5,0,0,0,0,1014,0,1014
23,NA,60260,0,0,0,0,0,91233640,87979600,3254040
24,NA,0,8,0,0,0,0,1072,0,1072
25,NA,0,6,0,0,0,0,1140,0,1140
26,NA,33055,0,0,0,0,0,50045270,48260300,1784970
27,NA,0,8,0,0,0,0,1072,0,1072
28,NA,0,3,0,0,0,0,570,0,570
29,NA,72313,0,0,0,0,0,109481882,105576980,3904902
30,NA,0,0,0,0,0,0,0,0,0
31,NA,0,9,0,0,0,0,1710,0,1710
32,NA,174467,0,0,0,0,0,264143038,254721820,9421218
33,NA,0,0,0,0,0,0,0,0,0
34,NA,0,25,0,0,0,0,4878,0,4878
35,NA,440556,0,0,0,0,0,667001784,643211760,23790024
36,NA,0,12,0,0,0,0,1608,0,1608
37,NA,0,9,0,0,0,0,1710,0,1710
